id,state,municipality,cost_category,cost_description,amount,date,department,contract_type
357,Mato Grosso,Lucas do Rio Verde,administração,Gasto com administração em Lucas do Rio Verde,112919.91,2024-04-07,Prefeitura,convênio
358,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,175603.91,2024-02-22,Prefeitura,parceria
359,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,359726.8,2024-08-30,Secretaria de Saúde,licitação
360,Mato Grosso,Cáceres,administração,Gasto com administração em Cáceres,160440.14,2024-07-17,Prefeitura,licitação
361,Mato Grosso,Pontes e Lacerda,segurança,Gasto com segurança em Pontes e Lacerda,478473.25,2025-08-03,Guarda Municipal,parceria
362,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,41370.87,2025-02-13,Prefeitura,parceria
363,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,1523516.37,2024-09-04,Secretaria de Obras,convênio
364,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,145410.05,2025-10-07,Departamento de Viação,licitação
365,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,465759.6,2025-03-23,Guarda Municipal,contrato direto
366,Mato Grosso,Rondonópolis,administração,Gasto com administração em Rondonópolis,139733.98,2024-09-28,Prefeitura,convênio
367,Mato Grosso,Várzea Grande,educação,Gasto com educação em Várzea Grande,233373.35,2025-12-02,Creche,parceria
368,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,45126.51,2024-05-18,Hospital Municipal,contrato direto
369,Mato Grosso,Diamantino,educação,Gasto com educação em Diamantino,24453.74,2025-09-05,Secretaria de Educação,parceria
370,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,19366.13,2025-02-13,Prefeitura,licitação
371,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,203306.35,2025-05-12,Guarda Municipal,licitação
372,Mato Grosso,Cáceres,infraestrutura,Gasto com infraestrutura em Cáceres,1054468.06,2025-09-04,Secretaria de Obras,convênio
373,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,1001743.32,2025-05-22,Secretaria de Obras,parceria
374,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,420851.98,2024-03-15,Guarda Municipal,parceria
375,Mato Grosso,Barra do Garças,administração,Gasto com administração em Barra do Garças,165349.74,2024-12-24,Secretaria de Administração,licitação
376,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,661622.95,2025-06-18,Secretaria de Saúde,convênio
377,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,1788320.15,2025-02-11,Departamento de Viação,licitação
378,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,105388.32,2025-04-13,Prefeitura,licitação
379,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,422670.71,2024-11-04,Guarda Municipal,parceria
380,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,152131.95,2024-11-24,Secretaria de Administração,contrato direto
381,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,107806.86,2025-04-16,Secretaria de Obras,contrato direto
382,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,702290.11,2025-10-18,Secretaria de Obras,licitação
383,Mato Grosso,Sorriso,administração,Gasto com administração em Sorriso,128540.26,2025-12-13,Secretaria de Administração,licitação
384,Mato Grosso,Várzea Grande,educação,Gasto com educação em Várzea Grande,313183.4,2024-04-23,Escola Municipal,parceria
385,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,25208.68,2025-06-13,Polícia Militar,convênio
386,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,426336.63,2025-09-23,Polícia Militar,parceria
387,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,17884.82,2025-09-05,Secretaria de Administração,convênio
388,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,48024.8,2024-05-25,Secretaria de Administração,parceria
389,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,457592.08,2025-11-25,Polícia Militar,convênio
390,Mato Grosso,Alta Floresta,administração,Gasto com administração em Alta Floresta,195504.32,2024-07-04,Secretaria de Administração,contrato direto
391,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,71033.17,2024-06-30,Prefeitura,contrato direto
392,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,233293.42,2024-03-23,Departamento de Viação,convênio
393,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,299050.07,2024-04-01,Secretaria de Saúde,convênio
394,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,852548.56,2024-03-24,Secretaria de Obras,parceria
395,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,116473.23,2025-10-14,Escola Municipal,parceria
396,Mato Grosso,Campo Verde,educação,Gasto com educação em Campo Verde,311750.69,2025-09-04,Escola Municipal,licitação
397,Mato Grosso,Barra do Garças,segurança,Gasto com segurança em Barra do Garças,397482.85,2024-07-12,Polícia Militar,licitação
398,Mato Grosso,Cáceres,educação,Gasto com educação em Cáceres,305364.48,2024-04-25,Escola Municipal,parceria
399,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,522140.76,2024-03-29,Guarda Municipal,licitação
400,Mato Grosso,Rondonópolis,administração,Gasto com administração em Rondonópolis,179880.71,2025-04-30,Secretaria de Administração,convênio
401,Mato Grosso,Tangará da Serra,saúde,Gasto com saúde em Tangará da Serra,13662.26,2024-04-23,Hospital Municipal,convênio
402,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,371262.29,2025-02-19,Creche,parceria
403,Mato Grosso,Cuiabá,segurança,Gasto com segurança em Cuiabá,303855.47,2024-05-14,Guarda Municipal,licitação
404,Mato Grosso,Pontes e Lacerda,saúde,Gasto com saúde em Pontes e Lacerda,559064.7,2024-04-25,Secretaria de Saúde,convênio
405,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,291007.54,2024-03-10,Polícia Militar,licitação
406,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,302818.73,2025-08-25,Departamento de Viação,licitação
407,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,497021.94,2024-11-01,UBS Central,convênio
408,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,79083.85,2024-04-19,Prefeitura,licitação
409,Mato Grosso,Nova Mutum,segurança,Gasto com segurança em Nova Mutum,319489.87,2025-03-25,Guarda Municipal,licitação
410,Mato Grosso,Sorriso,administração,Gasto com administração em Sorriso,68083.81,2025-11-28,Secretaria de Administração,convênio
411,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,503601.83,2025-09-03,Guarda Municipal,contrato direto
412,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,49992.64,2025-08-17,Prefeitura,licitação
413,Mato Grosso,Cuiabá,segurança,Gasto com segurança em Cuiabá,482297.67,2024-08-02,Guarda Municipal,licitação
414,Mato Grosso,Sorriso,administração,Gasto com administração em Sorriso,65875.96,2025-09-16,Prefeitura,contrato direto
415,Mato Grosso,Diamantino,administração,Gasto com administração em Diamantino,132477.88,2024-10-04,Prefeitura,contrato direto
416,Mato Grosso,Cuiabá,segurança,Gasto com segurança em Cuiabá,471449.66,2024-04-04,Guarda Municipal,contrato direto
417,Mato Grosso,Alta Floresta,educação,Gasto com educação em Alta Floresta,172527.25,2024-06-10,Creche,contrato direto
418,Mato Grosso,Cáceres,infraestrutura,Gasto com infraestrutura em Cáceres,895125.76,2024-10-10,Departamento de Viação,contrato direto
419,Mato Grosso,Lucas do Rio Verde,infraestrutura,Gasto com infraestrutura em Lucas do Rio Verde,1537105.37,2025-05-14,Departamento de Viação,parceria
420,Mato Grosso,Sinop,saúde,Gasto com saúde em Sinop,305365.18,2025-10-19,Hospital Municipal,contrato direto
421,Mato Grosso,Rondonópolis,saúde,Gasto com saúde em Rondonópolis,422899.35,2025-10-29,Hospital Municipal,contrato direto
422,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,261068.08,2025-05-13,Escola Municipal,licitação
423,Mato Grosso,Primavera do Leste,segurança,Gasto com segurança em Primavera do Leste,137443.55,2024-07-06,Guarda Municipal,parceria
424,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,291226.18,2025-03-26,Escola Municipal,parceria
425,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,20005.07,2025-01-22,Prefeitura,convênio
426,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,354121.96,2025-04-09,Secretaria de Educação,convênio
427,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,446635.25,2024-12-09,Escola Municipal,contrato direto
428,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,179265.26,2025-05-24,Polícia Militar,parceria
429,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,1990649.22,2024-02-22,Secretaria de Obras,contrato direto
430,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,27357.65,2025-12-02,Secretaria de Educação,licitação
431,Mato Grosso,Rondonópolis,administração,Gasto com administração em Rondonópolis,49268.38,2025-05-25,Secretaria de Administração,convênio
432,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,610121.23,2025-03-21,Secretaria de Obras,licitação
433,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,730860.02,2024-12-23,Hospital Municipal,convênio
434,Mato Grosso,Cáceres,infraestrutura,Gasto com infraestrutura em Cáceres,1202034.83,2024-09-22,Departamento de Viação,convênio
435,Mato Grosso,Pontes e Lacerda,educação,Gasto com educação em Pontes e Lacerda,459313.65,2025-05-09,Creche,contrato direto
436,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,334204.99,2025-07-19,Secretaria de Educação,convênio
437,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,753740.88,2025-04-22,Secretaria de Obras,parceria
438,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,146929.77,2025-10-14,Prefeitura,parceria
439,Mato Grosso,Sorriso,educação,Gasto com educação em Sorriso,118150.45,2024-09-30,Creche,convênio
440,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,279975.31,2024-09-13,UBS Central,convênio
441,Mato Grosso,Sinop,infraestrutura,Gasto com infraestrutura em Sinop,917146.29,2025-05-13,Secretaria de Obras,licitação
442,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,117601.94,2024-04-30,Departamento de Viação,contrato direto
443,Mato Grosso,Cuiabá,segurança,Gasto com segurança em Cuiabá,233490.93,2024-09-20,Polícia Militar,parceria
444,Mato Grosso,Diamantino,administração,Gasto com administração em Diamantino,189328.12,2024-05-24,Prefeitura,licitação
445,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,367925.23,2025-03-05,Secretaria de Educação,licitação
446,Mato Grosso,Campo Verde,saúde,Gasto com saúde em Campo Verde,104437.59,2024-02-13,Hospital Municipal,contrato direto
447,Mato Grosso,Várzea Grande,saúde,Gasto com saúde em Várzea Grande,185554.27,2024-12-23,Secretaria de Saúde,contrato direto
448,Mato Grosso,Várzea Grande,educação,Gasto com educação em Várzea Grande,222964.48,2025-08-27,Escola Municipal,parceria
449,Mato Grosso,Tangará da Serra,segurança,Gasto com segurança em Tangará da Serra,470166.93,2025-11-12,Polícia Militar,licitação
450,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,477545.8,2025-03-20,Creche,contrato direto
451,Mato Grosso,Barra do Garças,educação,Gasto com educação em Barra do Garças,304274.43,2024-10-17,Creche,convênio
452,Mato Grosso,Rondonópolis,administração,Gasto com administração em Rondonópolis,16116.21,2025-05-12,Secretaria de Administração,contrato direto
453,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,289389.51,2025-10-06,Guarda Municipal,convênio
454,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,77165.11,2024-05-23,Hospital Municipal,contrato direto
455,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,1704931.88,2025-02-19,Secretaria de Obras,contrato direto
456,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,199879.11,2026-01-03,Secretaria de Administração,convênio
457,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,71193.11,2024-09-01,UBS Central,contrato direto
458,Mato Grosso,Primavera do Leste,infraestrutura,Gasto com infraestrutura em Primavera do Leste,389822.48,2025-01-14,Departamento de Viação,licitação
459,Mato Grosso,Nova Mutum,educação,Gasto com educação em Nova Mutum,417058.38,2024-05-13,Creche,licitação
460,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,262639.68,2025-05-13,Secretaria de Saúde,contrato direto
461,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,166488.55,2024-11-04,Prefeitura,licitação
462,Mato Grosso,Pontes e Lacerda,segurança,Gasto com segurança em Pontes e Lacerda,176258.05,2024-08-24,Guarda Municipal,contrato direto
463,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,17735.38,2025-07-14,Prefeitura,contrato direto
464,Mato Grosso,Sinop,saúde,Gasto com saúde em Sinop,158852.39,2025-06-11,UBS Central,parceria
465,Mato Grosso,Alta Floresta,saúde,Gasto com saúde em Alta Floresta,450042.06,2024-10-23,Hospital Municipal,contrato direto
466,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,945403.22,2025-08-20,Secretaria de Obras,contrato direto
467,Mato Grosso,Várzea Grande,saúde,Gasto com saúde em Várzea Grande,480685.9,2024-04-02,Hospital Municipal,convênio
468,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,1251760.27,2025-11-18,Departamento de Viação,contrato direto
469,Mato Grosso,Diamantino,segurança,Gasto com segurança em Diamantino,163042.91,2024-06-21,Guarda Municipal,parceria
470,Mato Grosso,Tangará da Serra,saúde,Gasto com saúde em Tangará da Serra,32122.41,2025-02-23,Secretaria de Saúde,contrato direto
471,Mato Grosso,Pontes e Lacerda,saúde,Gasto com saúde em Pontes e Lacerda,29278.35,2024-10-18,UBS Central,convênio
472,Mato Grosso,Primavera do Leste,administração,Gasto com administração em Primavera do Leste,88541.28,2024-02-25,Prefeitura,convênio
473,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,76275.17,2025-06-26,Escola Municipal,contrato direto
474,Mato Grosso,Nova Mutum,saúde,Gasto com saúde em Nova Mutum,713222.74,2024-11-24,Secretaria de Saúde,convênio
475,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,169600.79,2025-10-07,Secretaria de Administração,convênio
476,Mato Grosso,Cuiabá,educação,Gasto com educação em Cuiabá,93514.18,2024-12-03,Creche,parceria
477,Mato Grosso,Barra do Garças,infraestrutura,Gasto com infraestrutura em Barra do Garças,109214.76,2024-07-23,Secretaria de Obras,licitação
478,Mato Grosso,Cuiabá,educação,Gasto com educação em Cuiabá,106846.24,2024-05-22,Creche,convênio
479,Mato Grosso,Barra do Garças,educação,Gasto com educação em Barra do Garças,475896.87,2024-08-10,Secretaria de Educação,convênio
480,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,294429.2,2024-07-15,Guarda Municipal,contrato direto
481,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,80916.56,2024-02-14,Secretaria de Administração,contrato direto
482,Mato Grosso,Sinop,infraestrutura,Gasto com infraestrutura em Sinop,788045.51,2024-04-06,Departamento de Viação,contrato direto
483,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,291263.58,2024-05-29,Secretaria de Saúde,contrato direto
484,Mato Grosso,Nova Mutum,educação,Gasto com educação em Nova Mutum,38262.38,2024-10-27,Creche,licitação
485,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,251406.87,2024-05-20,Hospital Municipal,convênio
486,Mato Grosso,Campo Verde,infraestrutura,Gasto com infraestrutura em Campo Verde,449144.83,2025-01-29,Departamento de Viação,convênio
487,Mato Grosso,Cáceres,educação,Gasto com educação em Cáceres,210822.16,2025-01-03,Creche,parceria
488,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,795076.62,2025-05-29,Departamento de Viação,parceria
489,Mato Grosso,Primavera do Leste,segurança,Gasto com segurança em Primavera do Leste,212662.03,2025-11-09,Polícia Militar,licitação
490,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,150181.39,2025-10-26,Secretaria de Administração,parceria
491,Mato Grosso,Alta Floresta,educação,Gasto com educação em Alta Floresta,329114.68,2024-06-06,Escola Municipal,contrato direto
492,Mato Grosso,Lucas do Rio Verde,administração,Gasto com administração em Lucas do Rio Verde,31942.62,2024-08-11,Secretaria de Administração,parceria
493,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,495559.28,2025-10-13,Guarda Municipal,licitação
494,Mato Grosso,Várzea Grande,administração,Gasto com administração em Várzea Grande,142502.68,2024-08-15,Prefeitura,contrato direto
495,Mato Grosso,Cuiabá,educação,Gasto com educação em Cuiabá,385410.31,2024-02-13,Secretaria de Educação,convênio
496,Mato Grosso,Várzea Grande,educação,Gasto com educação em Várzea Grande,223911.41,2025-09-09,Creche,licitação
497,Mato Grosso,Barra do Garças,segurança,Gasto com segurança em Barra do Garças,351844.58,2024-10-09,Guarda Municipal,licitação
498,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,121376.12,2024-02-13,Guarda Municipal,contrato direto
499,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,456368.6,2024-03-28,UBS Central,parceria
500,Mato Grosso,Pontes e Lacerda,saúde,Gasto com saúde em Pontes e Lacerda,265081.76,2024-12-03,Secretaria de Saúde,convênio
501,Mato Grosso,Sorriso,segurança,Gasto com segurança em Sorriso,461690.45,2025-01-04,Guarda Municipal,convênio
502,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,265916.63,2025-07-31,Escola Municipal,convênio
503,Mato Grosso,Lucas do Rio Verde,administração,Gasto com administração em Lucas do Rio Verde,58595.13,2025-11-14,Secretaria de Administração,licitação
504,Mato Grosso,Cuiabá,saúde,Gasto com saúde em Cuiabá,350365.74,2025-02-10,Secretaria de Saúde,contrato direto
505,Mato Grosso,Cuiabá,segurança,Gasto com segurança em Cuiabá,74543.8,2025-01-15,Guarda Municipal,licitação
506,Mato Grosso,Cáceres,segurança,Gasto com segurança em Cáceres,32800.19,2025-12-05,Polícia Militar,parceria
507,Mato Grosso,Campo Verde,saúde,Gasto com saúde em Campo Verde,103579.76,2025-06-09,Hospital Municipal,parceria
508,Mato Grosso,Tangará da Serra,segurança,Gasto com segurança em Tangará da Serra,432183.57,2025-01-13,Polícia Militar,contrato direto
509,Mato Grosso,Tangará da Serra,segurança,Gasto com segurança em Tangará da Serra,555384.36,2025-01-26,Polícia Militar,convênio
510,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,567565.57,2024-10-10,Hospital Municipal,contrato direto
511,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,273529.5,2025-03-20,Secretaria de Educação,parceria
512,Mato Grosso,Sinop,infraestrutura,Gasto com infraestrutura em Sinop,884819.59,2025-11-11,Secretaria de Obras,parceria
513,Mato Grosso,Campo Verde,educação,Gasto com educação em Campo Verde,329665.73,2024-05-25,Creche,licitação
514,Mato Grosso,Cuiabá,administração,Gasto com administração em Cuiabá,108291.45,2024-06-20,Secretaria de Administração,convênio
515,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,65810.36,2024-09-08,Secretaria de Administração,licitação
516,Mato Grosso,Várzea Grande,infraestrutura,Gasto com infraestrutura em Várzea Grande,731033.0,2025-07-28,Secretaria de Obras,licitação
517,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,1516162.39,2025-11-06,Departamento de Viação,parceria
518,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,645174.23,2024-08-24,Departamento de Viação,licitação
519,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,19304.63,2024-09-20,Polícia Militar,licitação
520,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,172828.55,2025-03-22,Creche,contrato direto
521,Mato Grosso,Campo Verde,saúde,Gasto com saúde em Campo Verde,224916.04,2025-07-26,Hospital Municipal,parceria
522,Mato Grosso,Cáceres,saúde,Gasto com saúde em Cáceres,10012.16,2024-05-11,UBS Central,licitação
523,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,1585476.49,2024-02-25,Departamento de Viação,convênio
524,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,526896.63,2025-09-04,Guarda Municipal,parceria
525,Mato Grosso,Sinop,educação,Gasto com educação em Sinop,333861.98,2024-07-01,Escola Municipal,convênio
526,Mato Grosso,Sorriso,saúde,Gasto com saúde em Sorriso,240588.47,2025-08-08,UBS Central,contrato direto
527,Mato Grosso,Tangará da Serra,infraestrutura,Gasto com infraestrutura em Tangará da Serra,1546749.26,2025-02-25,Secretaria de Obras,contrato direto
528,Mato Grosso,Cáceres,administração,Gasto com administração em Cáceres,77123.78,2025-09-23,Prefeitura,licitação
529,Mato Grosso,Barra do Garças,saúde,Gasto com saúde em Barra do Garças,419763.04,2025-11-28,Hospital Municipal,contrato direto
530,Mato Grosso,Campo Verde,infraestrutura,Gasto com infraestrutura em Campo Verde,556293.43,2025-05-24,Departamento de Viação,convênio
531,Mato Grosso,Barra do Garças,administração,Gasto com administração em Barra do Garças,31577.0,2024-07-12,Secretaria de Administração,contrato direto
532,Mato Grosso,Nova Mutum,infraestrutura,Gasto com infraestrutura em Nova Mutum,464512.52,2024-09-15,Departamento de Viação,contrato direto
533,Mato Grosso,Pontes e Lacerda,infraestrutura,Gasto com infraestrutura em Pontes e Lacerda,1931080.82,2024-11-19,Secretaria de Obras,parceria
534,Mato Grosso,Barra do Garças,segurança,Gasto com segurança em Barra do Garças,349532.46,2024-02-05,Polícia Militar,convênio
535,Mato Grosso,Cuiabá,saúde,Gasto com saúde em Cuiabá,330950.85,2025-11-25,Secretaria de Saúde,parceria
536,Mato Grosso,Campo Verde,administração,Gasto com administração em Campo Verde,24266.25,2025-09-06,Prefeitura,parceria
537,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,184162.73,2025-10-29,Polícia Militar,parceria
538,Mato Grosso,Alta Floresta,segurança,Gasto com segurança em Alta Floresta,459578.45,2025-08-09,Polícia Militar,contrato direto
539,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,175353.43,2025-01-20,Secretaria de Saúde,parceria
540,Mato Grosso,Cuiabá,educação,Gasto com educação em Cuiabá,206771.83,2024-08-29,Secretaria de Educação,parceria
541,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,33040.09,2025-01-16,UBS Central,convênio
542,Mato Grosso,Sinop,segurança,Gasto com segurança em Sinop,455488.66,2025-02-01,Guarda Municipal,convênio
543,Mato Grosso,Várzea Grande,educação,Gasto com educação em Várzea Grande,49746.1,2024-11-08,Escola Municipal,contrato direto
544,Mato Grosso,Diamantino,administração,Gasto com administração em Diamantino,77515.8,2025-02-02,Prefeitura,parceria
545,Mato Grosso,Pontes e Lacerda,infraestrutura,Gasto com infraestrutura em Pontes e Lacerda,1701488.35,2024-03-03,Secretaria de Obras,parceria
546,Mato Grosso,Pontes e Lacerda,administração,Gasto com administração em Pontes e Lacerda,64076.59,2025-05-06,Prefeitura,licitação
547,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,1589549.02,2025-03-16,Departamento de Viação,parceria
548,Mato Grosso,Lucas do Rio Verde,educação,Gasto com educação em Lucas do Rio Verde,437599.06,2025-05-13,Escola Municipal,convênio
549,Mato Grosso,Pontes e Lacerda,saúde,Gasto com saúde em Pontes e Lacerda,251597.68,2025-10-16,UBS Central,contrato direto
550,Mato Grosso,Sinop,administração,Gasto com administração em Sinop,34412.03,2025-10-09,Prefeitura,contrato direto
551,Mato Grosso,Tangará da Serra,administração,Gasto com administração em Tangará da Serra,118541.08,2024-04-01,Prefeitura,parceria
552,Mato Grosso,Cáceres,segurança,Gasto com segurança em Cáceres,213466.23,2024-10-24,Guarda Municipal,parceria
553,Mato Grosso,Rondonópolis,infraestrutura,Gasto com infraestrutura em Rondonópolis,1348809.65,2024-12-31,Departamento de Viação,parceria
554,Mato Grosso,Diamantino,educação,Gasto com educação em Diamantino,427528.61,2025-11-19,Escola Municipal,licitação
555,Mato Grosso,Tangará da Serra,educação,Gasto com educação em Tangará da Serra,361865.92,2024-06-11,Escola Municipal,convênio
556,Mato Grosso,Cuiabá,saúde,Gasto com saúde em Cuiabá,149446.84,2024-06-24,Secretaria de Saúde,parceria
557,Mato Grosso,Diamantino,infraestrutura,Gasto com infraestrutura em Diamantino,1855104.12,2025-11-12,Secretaria de Obras,contrato direto
558,Mato Grosso,Sorriso,infraestrutura,Gasto com infraestrutura em Sorriso,694133.59,2024-07-14,Secretaria de Obras,licitação
559,Mato Grosso,Rondonópolis,segurança,Gasto com segurança em Rondonópolis,104398.81,2025-07-27,Guarda Municipal,parceria
560,Mato Grosso,Campo Verde,saúde,Gasto com saúde em Campo Verde,549109.57,2025-10-22,Secretaria de Saúde,parceria
561,Mato Grosso,Diamantino,saúde,Gasto com saúde em Diamantino,570331.23,2025-07-13,Hospital Municipal,contrato direto
562,Mato Grosso,Alta Floresta,administração,Gasto com administração em Alta Floresta,90890.92,2024-01-21,Prefeitura,parceria
563,Mato Grosso,Primavera do Leste,educação,Gasto com educação em Primavera do Leste,325658.53,2024-08-17,Escola Municipal,convênio
564,Mato Grosso,Lucas do Rio Verde,saúde,Gasto com saúde em Lucas do Rio Verde,527488.27,2025-07-17,Secretaria de Saúde,contrato direto
565,Mato Grosso,Rondonópolis,educação,Gasto com educação em Rondonópolis,326968.57,2024-02-28,Escola Municipal,convênio
566,Mato Grosso,Várzea Grande,infraestrutura,Gasto com infraestrutura em Várzea Grande,872487.47,2024-04-27,Secretaria de Obras,licitação
567,Mato Grosso,Alta Floresta,infraestrutura,Gasto com infraestrutura em Alta Floresta,1936458.88,2024-02-09,Departamento de Viação,parceria
568,Mato Grosso,Barra do Garças,administração,Gasto com administração em Barra do Garças,146172.9,2024-04-28,Prefeitura,licitação
569,Mato Grosso,Campo Verde,segurança,Gasto com segurança em Campo Verde,422423.22,2025-11-07,Guarda Municipal,contrato direto
570,Mato Grosso,Pontes e Lacerda,infraestrutura,Gasto com infraestrutura em Pontes e Lacerda,1560132.45,2024-02-09,Departamento de Viação,parceria
571,Mato Grosso,Cáceres,saúde,Gasto com saúde em Cáceres,468720.26,2025-07-02,Secretaria de Saúde,licitação
572,Mato Grosso,Primavera do Leste,saúde,Gasto com saúde em Primavera do Leste,702857.13,2024-06-19,Hospital Municipal,licitação
573,Mato Grosso,Cáceres,infraestrutura,Gasto com infraestrutura em Cáceres,1521948.37,2025-03-08,Secretaria de Obras,licitação
574,Mato Grosso,Alta Floresta,educação,Gasto com educação em Alta Floresta,200666.35,2025-06-02,Creche,licitação
