id,state,municipality,cost_category,cost_description,amount,date,department,contract_type
253,Mato Grosso,Cuiabá,educação,Construção de escolas,180904.59,2025-04-02,Universidade Estadual,parceria
254,Mato Grosso,Cuiabá,educação,Transporte estudantil,67851.32,2024-08-27,Universidade Estadual,licitação
255,Mato Grosso,Juína,saúde,Contratação de médicos,344337.18,2024-11-28,SAMU,licitação
256,Mato Grosso,Cáceres,administração,Aluguel de imóveis,7029.41,2024-07-10,Secretaria de Administração,licitação
257,Mato Grosso,Lucas do Rio Verde,administração,Serviços de limpeza,1393.41,2025-10-17,Secretaria de Administração,licitação
258,Mato Grosso,Juína,infraestrutura,Saneamento básico,934728.56,2024-10-01,Energia,contrato direto
259,Mato Grosso,Diamantino,segurança,Sistemas de vigilância,71706.87,2025-09-16,Trânsito,convênio
260,Mato Grosso,Colíder,saúde,Compra de medicamentos,96716.27,2024-11-04,Posto de Saúde,contrato direto
261,Mato Grosso,Juína,saúde,Contratação de médicos,26290.67,2025-03-11,Posto de Saúde,licitação
262,Mato Grosso,Cáceres,saúde,Compra de medicamentos,427305.93,2025-07-02,Posto de Saúde,convênio
263,Mato Grosso,Cuiabá,segurança,Equipamentos de segurança,537858.73,2024-07-04,Guarda Municipal,parceria
264,Mato Grosso,Guarantã do Norte,segurança,Viaturas policiais,491561.56,2024-12-26,Trânsito,convênio
265,Mato Grosso,Várzea Grande,administração,Serviços de limpeza,6637.85,2024-04-04,Secretaria de Administração,parceria
266,Mato Grosso,Colíder,saúde,Manutenção de hospitais,323493.61,2025-06-12,Posto de Saúde,convênio
267,Mato Grosso,Várzea Grande,infraestrutura,Construção de pontes,865293.12,2025-08-25,Saneamento,convênio
268,Mato Grosso,Sinop,infraestrutura,Iluminação pública,524567.48,2025-10-07,Secretaria de Obras,convênio
269,Mato Grosso,Campo Verde,infraestrutura,Iluminação pública,282636.8,2025-03-29,Secretaria de Obras,contrato direto
270,Mato Grosso,Diamantino,infraestrutura,Asfalto de vias,192753.05,2024-06-08,Secretaria de Obras,licitação
271,Mato Grosso,Juína,saúde,Compra de medicamentos,316717.43,2024-05-24,SAMU,parceria
272,Mato Grosso,Tangará da Serra,educação,Transporte estudantil,133180.72,2024-08-11,Escola Municipal,contrato direto
273,Mato Grosso,Sorriso,segurança,Sistemas de vigilância,353825.56,2025-04-15,Guarda Municipal,convênio
274,Mato Grosso,Sinop,infraestrutura,Iluminação pública,527364.27,2025-12-05,Secretaria de Obras,contrato direto
275,Mato Grosso,Alta Floresta,educação,Transporte estudantil,195509.65,2025-02-18,Secretaria de Educação,convênio
276,Mato Grosso,Alta Floresta,infraestrutura,Asfalto de vias,380599.81,2025-04-10,Departamento de Viação,convênio
277,Mato Grosso,Rondonópolis,segurança,Equipamentos de segurança,143648.52,2024-01-13,Guarda Municipal,convênio
278,Mato Grosso,Várzea Grande,saúde,Contratação de médicos,499222.48,2025-03-04,Secretaria de Saúde,convênio
279,Mato Grosso,Barra do Garças,administração,Consultoria,15719.06,2025-06-19,RH,parceria
280,Mato Grosso,Colíder,educação,Transporte estudantil,16847.8,2024-07-17,Escola Municipal,parceria
281,Mato Grosso,Peixoto de Azevedo,saúde,Manutenção de hospitais,465700.49,2025-01-28,Secretaria de Saúde,parceria
282,Mato Grosso,Lucas do Rio Verde,administração,Aluguel de imóveis,3619.36,2025-03-19,Prefeitura,contrato direto
283,Mato Grosso,Campo Verde,segurança,Viaturas policiais,518748.08,2024-08-18,Polícia Militar,convênio
284,Mato Grosso,Tangará da Serra,saúde,Compra de medicamentos,68862.11,2025-03-03,Posto de Saúde,convênio
285,Mato Grosso,Campo Verde,segurança,Equipamentos de segurança,647436.93,2025-10-28,Polícia Militar,licitação
286,Mato Grosso,Peixoto de Azevedo,segurança,Equipamentos de segurança,189490.6,2025-11-20,Polícia Civil,convênio
287,Mato Grosso,Colíder,educação,Salários de professores,23714.89,2024-09-23,Universidade Estadual,parceria
288,Mato Grosso,Pontes e Lacerda,saúde,Contratação de médicos,362151.61,2025-05-01,SAMU,contrato direto
289,Mato Grosso,Rondonópolis,segurança,Viaturas policiais,22590.34,2025-06-12,Trânsito,convênio
290,Mato Grosso,Várzea Grande,saúde,Contratação de médicos,89310.25,2025-10-25,Secretaria de Saúde,parceria
291,Mato Grosso,Peixoto de Azevedo,administração,Serviços de limpeza,5718.36,2024-09-23,Prefeitura,licitação
292,Mato Grosso,Rondonópolis,educação,Construção de escolas,73164.97,2024-02-19,Creche,parceria
293,Mato Grosso,Peixoto de Azevedo,infraestrutura,Asfalto de vias,781481.63,2025-08-28,Departamento de Viação,convênio
294,Mato Grosso,Primavera do Leste,saúde,Contratação de médicos,381276.82,2025-10-27,SAMU,parceria
295,Mato Grosso,Cáceres,educação,Transporte estudantil,88074.51,2025-07-05,Universidade Estadual,licitação
296,Mato Grosso,Diamantino,educação,Construção de escolas,186694.42,2024-03-25,Secretaria de Educação,convênio
297,Mato Grosso,Nova Mutum,administração,Serviços de limpeza,81139.25,2024-03-18,RH,licitação
298,Mato Grosso,Água Boa,educação,Salários de professores,84790.12,2025-03-23,Creche,licitação
299,Mato Grosso,Primavera do Leste,administração,Material de escritório,69661.66,2024-10-15,Prefeitura,contrato direto
300,Mato Grosso,Água Boa,saúde,Compra de medicamentos,180127.68,2025-09-23,SAMU,parceria
301,Mato Grosso,Água Boa,educação,Construção de escolas,136307.99,2024-06-04,Universidade Estadual,parceria
302,Mato Grosso,Nova Mutum,infraestrutura,Construção de pontes,390538.5,2025-09-15,Energia,convênio
303,Mato Grosso,Colíder,educação,Salários de professores,54393.92,2024-01-28,Escola Municipal,convênio
304,Mato Grosso,Colíder,segurança,Treinamento de agentes,19683.76,2025-05-06,Guarda Municipal,licitação
305,Mato Grosso,Lucas do Rio Verde,administração,Serviços de limpeza,68029.82,2025-08-24,RH,contrato direto
306,Mato Grosso,Nova Mutum,administração,Consultoria,66639.67,2025-11-16,Prefeitura,contrato direto
307,Mato Grosso,Rondonópolis,administração,Material de escritório,86920.64,2025-07-27,Contadoria,parceria
308,Mato Grosso,Peixoto de Azevedo,infraestrutura,Saneamento básico,880432.26,2024-07-14,Departamento de Viação,parceria
309,Mato Grosso,Lucas do Rio Verde,infraestrutura,Iluminação pública,95433.67,2024-03-16,Energia,parceria
310,Mato Grosso,Pontes e Lacerda,administração,Serviços de limpeza,32871.79,2024-04-14,RH,contrato direto
311,Mato Grosso,Lucas do Rio Verde,segurança,Sistemas de vigilância,127826.29,2026-01-04,Polícia Civil,contrato direto
312,Mato Grosso,Sorriso,administração,Material de escritório,91678.84,2025-03-03,Secretaria de Administração,licitação
313,Mato Grosso,Guarantã do Norte,infraestrutura,Iluminação pública,61213.81,2024-01-27,Energia,contrato direto
314,Mato Grosso,Peixoto de Azevedo,saúde,Contratação de médicos,111598.21,2025-09-13,Secretaria de Saúde,convênio
315,Mato Grosso,Cuiabá,administração,Aluguel de imóveis,60674.86,2024-04-09,Contadoria,licitação
316,Mato Grosso,Lucas do Rio Verde,saúde,Manutenção de hospitais,100220.26,2024-10-04,SAMU,parceria
317,Mato Grosso,Barra do Garças,segurança,Treinamento de agentes,423074.67,2025-11-04,Polícia Militar,convênio
318,Mato Grosso,Pontes e Lacerda,administração,Consultoria,10956.53,2024-07-03,RH,parceria
319,Mato Grosso,Água Boa,administração,Material de escritório,83510.68,2024-12-20,RH,licitação
320,Mato Grosso,Cáceres,segurança,Treinamento de agentes,330980.3,2024-03-11,Guarda Municipal,licitação
321,Mato Grosso,Sorriso,administração,Material de escritório,55343.21,2024-03-30,RH,licitação
322,Mato Grosso,Cuiabá,educação,Material escolar,191007.96,2024-09-02,Creche,licitação
323,Mato Grosso,Juína,administração,Consultoria,88383.68,2024-02-28,Secretaria de Administração,parceria
324,Mato Grosso,Rondonópolis,administração,Material de escritório,91733.27,2025-10-05,Contadoria,parceria
325,Mato Grosso,Lucas do Rio Verde,infraestrutura,Saneamento básico,693739.53,2025-10-16,Secretaria de Obras,licitação
326,Mato Grosso,Diamantino,segurança,Sistemas de vigilância,519778.2,2024-09-10,Polícia Civil,convênio
327,Mato Grosso,Várzea Grande,saúde,Contratação de médicos,379361.99,2025-05-31,SAMU,licitação
328,Mato Grosso,Campo Verde,educação,Material escolar,129329.72,2024-06-18,Secretaria de Educação,parceria
329,Mato Grosso,Água Boa,saúde,Compra de medicamentos,302233.59,2024-05-12,Hospital Municipal,contrato direto
330,Mato Grosso,Água Boa,saúde,Equipamentos hospitalares,202019.67,2024-10-17,Posto de Saúde,parceria
331,Mato Grosso,Tangará da Serra,saúde,Equipamentos hospitalares,462272.52,2025-01-22,SAMU,licitação
332,Mato Grosso,Diamantino,infraestrutura,Construção de pontes,927266.9,2024-09-10,Saneamento,parceria
333,Mato Grosso,Cuiabá,educação,Salários de professores,112720.2,2024-02-14,Universidade Estadual,parceria
334,Mato Grosso,Guarantã do Norte,infraestrutura,Iluminação pública,20786.46,2024-09-12,Saneamento,contrato direto
335,Mato Grosso,Rondonópolis,administração,Consultoria,13081.64,2024-01-11,Prefeitura,parceria
336,Mato Grosso,Diamantino,educação,Salários de professores,186845.3,2024-10-10,Universidade Estadual,contrato direto
337,Mato Grosso,Alta Floresta,saúde,Compra de medicamentos,82209.33,2025-08-28,Secretaria de Saúde,convênio
338,Mato Grosso,Guarantã do Norte,administração,Consultoria,86295.31,2025-11-30,RH,parceria
339,Mato Grosso,Guarantã do Norte,saúde,Equipamentos hospitalares,14427.65,2024-08-22,Posto de Saúde,licitação
340,Mato Grosso,Sinop,saúde,Compra de medicamentos,449319.73,2025-05-23,Hospital Municipal,parceria
341,Mato Grosso,Várzea Grande,educação,Salários de professores,180462.53,2024-03-28,Universidade Estadual,convênio
342,Mato Grosso,Várzea Grande,infraestrutura,Saneamento básico,884806.51,2024-05-21,Energia,parceria
343,Mato Grosso,Várzea Grande,saúde,Manutenção de hospitais,63208.25,2024-04-11,Secretaria de Saúde,contrato direto
344,Mato Grosso,Sinop,infraestrutura,Saneamento básico,808634.55,2024-02-13,Departamento de Viação,parceria
345,Mato Grosso,Alta Floresta,infraestrutura,Construção de pontes,626921.2,2024-06-12,Energia,contrato direto
346,Mato Grosso,Diamantino,administração,Material de escritório,20652.69,2025-08-05,RH,contrato direto
347,Mato Grosso,Peixoto de Azevedo,infraestrutura,Iluminação pública,469680.27,2025-01-29,Secretaria de Obras,licitação
348,Mato Grosso,Lucas do Rio Verde,segurança,Sistemas de vigilância,279994.87,2025-11-14,Guarda Municipal,licitação
349,Mato Grosso,Cuiabá,educação,Transporte estudantil,45080.6,2025-07-28,Universidade Estadual,parceria
350,Mato Grosso,Juína,educação,Transporte estudantil,109819.35,2025-11-17,Creche,licitação
351,Mato Grosso,Diamantino,infraestrutura,Construção de pontes,935353.55,2024-12-13,Secretaria de Obras,contrato direto
352,Mato Grosso,Peixoto de Azevedo,saúde,Manutenção de hospitais,109255.34,2024-06-19,Secretaria de Saúde,licitação
353,Mato Grosso,Alta Floresta,administração,Material de escritório,49773.48,2025-11-20,Contadoria,contrato direto
354,Mato Grosso,Nova Mutum,segurança,Treinamento de agentes,613389.84,2025-10-23,Polícia Militar,contrato direto
355,Mato Grosso,Alta Floresta,educação,Transporte estudantil,2541.57,2025-11-08,Secretaria de Educação,convênio
356,Mato Grosso,Campo Verde,saúde,Contratação de médicos,140055.66,2025-06-01,Secretaria de Saúde,parceria
357,Mato Grosso,Água Boa,saúde,Contratação de médicos,347544.21,2025-02-08,SAMU,convênio
358,Mato Grosso,Sorriso,administração,Serviços de limpeza,65092.22,2024-06-28,RH,convênio
359,Mato Grosso,Rondonópolis,administração,Consultoria,87411.26,2024-01-23,Contadoria,convênio
360,Mato Grosso,Peixoto de Azevedo,segurança,Viaturas policiais,241122.06,2024-12-20,Guarda Municipal,contrato direto
361,Mato Grosso,Rondonópolis,educação,Transporte estudantil,160918.46,2025-12-14,Universidade Estadual,convênio
362,Mato Grosso,Guarantã do Norte,infraestrutura,Saneamento básico,198191.94,2025-12-21,Departamento de Viação,parceria
363,Mato Grosso,Rondonópolis,saúde,Compra de medicamentos,436713.88,2024-11-25,Hospital Municipal,licitação
364,Mato Grosso,Várzea Grande,administração,Aluguel de imóveis,99366.16,2025-07-16,Prefeitura,convênio
365,Mato Grosso,Cuiabá,administração,Aluguel de imóveis,82164.77,2024-09-01,Secretaria de Administração,licitação
366,Mato Grosso,Campo Verde,segurança,Equipamentos de segurança,716306.72,2025-05-15,Polícia Militar,licitação
367,Mato Grosso,Juína,administração,Aluguel de imóveis,70655.36,2024-02-18,Secretaria de Administração,convênio
368,Mato Grosso,Lucas do Rio Verde,saúde,Manutenção de hospitais,283444.24,2026-01-04,Posto de Saúde,convênio
369,Mato Grosso,Juína,infraestrutura,Saneamento básico,169873.13,2025-04-16,Departamento de Viação,licitação
370,Mato Grosso,Lucas do Rio Verde,infraestrutura,Construção de pontes,525350.76,2024-06-26,Saneamento,licitação
371,Mato Grosso,Sinop,saúde,Equipamentos hospitalares,481099.97,2024-07-20,Hospital Municipal,convênio
372,Mato Grosso,Sorriso,saúde,Compra de medicamentos,434428.66,2024-11-08,Secretaria de Saúde,contrato direto
373,Mato Grosso,Juína,segurança,Treinamento de agentes,320066.99,2025-06-04,Guarda Municipal,licitação
374,Mato Grosso,Alta Floresta,segurança,Equipamentos de segurança,158482.22,2025-02-04,Trânsito,parceria
375,Mato Grosso,Alta Floresta,infraestrutura,Saneamento básico,191252.65,2025-12-16,Energia,contrato direto
376,Mato Grosso,Barra do Garças,saúde,Manutenção de hospitais,84250.24,2025-07-12,Posto de Saúde,convênio
377,Mato Grosso,Sorriso,educação,Salários de professores,158259.63,2025-11-21,Universidade Estadual,convênio
378,Mato Grosso,Barra do Garças,infraestrutura,Iluminação pública,601662.66,2024-02-15,Energia,contrato direto
379,Mato Grosso,Lucas do Rio Verde,saúde,Compra de medicamentos,196514.35,2024-05-24,Hospital Municipal,parceria
380,Mato Grosso,Alta Floresta,administração,Aluguel de imóveis,23075.7,2024-09-11,Contadoria,convênio
381,Mato Grosso,Sorriso,educação,Salários de professores,8366.27,2024-03-12,Universidade Estadual,parceria
382,Mato Grosso,Água Boa,saúde,Contratação de médicos,347892.87,2024-08-30,Posto de Saúde,licitação
383,Mato Grosso,Pontes e Lacerda,educação,Material escolar,154061.25,2025-06-29,Universidade Estadual,contrato direto
384,Mato Grosso,Diamantino,saúde,Contratação de médicos,75388.22,2025-09-15,Hospital Municipal,convênio
385,Mato Grosso,Barra do Garças,saúde,Contratação de médicos,272470.26,2024-08-08,Hospital Municipal,parceria
386,Mato Grosso,Diamantino,saúde,Compra de medicamentos,20472.61,2025-08-10,SAMU,licitação
387,Mato Grosso,Sorriso,infraestrutura,Iluminação pública,620554.73,2025-10-15,Energia,licitação
388,Mato Grosso,Nova Mutum,infraestrutura,Saneamento básico,490620.11,2025-12-05,Saneamento,contrato direto
389,Mato Grosso,Campo Verde,administração,Aluguel de imóveis,4276.97,2025-05-06,RH,parceria
390,Mato Grosso,Tangará da Serra,saúde,Equipamentos hospitalares,432818.73,2025-02-07,SAMU,parceria
391,Mato Grosso,Cáceres,administração,Serviços de limpeza,47919.65,2026-01-01,Prefeitura,contrato direto
392,Mato Grosso,Cuiabá,administração,Material de escritório,73286.41,2025-10-29,Prefeitura,parceria
393,Mato Grosso,Colíder,administração,Consultoria,37003.02,2025-07-10,Secretaria de Administração,parceria
394,Mato Grosso,Rondonópolis,educação,Transporte estudantil,21259.79,2025-06-04,Escola Municipal,convênio
395,Mato Grosso,Rondonópolis,segurança,Equipamentos de segurança,67852.87,2025-04-13,Guarda Municipal,contrato direto
396,Mato Grosso,Tangará da Serra,educação,Construção de escolas,136684.73,2024-04-14,Escola Municipal,parceria
397,Mato Grosso,Cuiabá,educação,Construção de escolas,98991.51,2024-03-30,Creche,parceria
398,Mato Grosso,Tangará da Serra,administração,Consultoria,10094.44,2024-10-18,RH,licitação
399,Mato Grosso,Nova Mutum,administração,Material de escritório,70407.43,2024-06-26,Contadoria,parceria
400,Mato Grosso,Juína,segurança,Viaturas policiais,204142.16,2025-05-30,Polícia Civil,convênio
401,Mato Grosso,Cuiabá,saúde,Compra de medicamentos,315493.53,2024-03-12,Secretaria de Saúde,convênio
402,Mato Grosso,Cuiabá,administração,Consultoria,28206.64,2024-12-24,RH,parceria
403,Mato Grosso,Sinop,administração,Consultoria,98494.42,2025-01-06,RH,contrato direto
404,Mato Grosso,Primavera do Leste,segurança,Sistemas de vigilância,608703.44,2024-08-06,Polícia Militar,parceria
405,Mato Grosso,Sorriso,educação,Construção de escolas,55694.01,2024-10-05,Escola Municipal,contrato direto
406,Mato Grosso,Barra do Garças,infraestrutura,Construção de pontes,768586.52,2024-08-09,Saneamento,convênio
407,Mato Grosso,Cáceres,saúde,Equipamentos hospitalares,344763.27,2025-04-26,Posto de Saúde,parceria
408,Mato Grosso,Várzea Grande,administração,Material de escritório,89237.94,2025-12-06,Secretaria de Administração,licitação
409,Mato Grosso,Primavera do Leste,infraestrutura,Construção de pontes,850925.97,2024-02-29,Departamento de Viação,contrato direto
410,Mato Grosso,Guarantã do Norte,infraestrutura,Iluminação pública,985293.62,2025-08-03,Saneamento,parceria
411,Mato Grosso,Cáceres,segurança,Sistemas de vigilância,127838.81,2025-11-18,Trânsito,contrato direto
412,Mato Grosso,Juína,segurança,Sistemas de vigilância,37288.62,2025-10-19,Guarda Municipal,parceria
413,Mato Grosso,Tangará da Serra,saúde,Equipamentos hospitalares,404154.2,2025-05-21,Secretaria de Saúde,licitação
414,Mato Grosso,Sorriso,saúde,Equipamentos hospitalares,438784.64,2025-08-19,Secretaria de Saúde,convênio
415,Mato Grosso,Rondonópolis,saúde,Equipamentos hospitalares,280851.3,2024-09-11,SAMU,contrato direto
416,Mato Grosso,Cuiabá,administração,Material de escritório,82732.55,2024-12-10,Secretaria de Administração,contrato direto
417,Mato Grosso,Barra do Garças,educação,Material escolar,98597.37,2024-10-09,Creche,convênio
418,Mato Grosso,Sinop,educação,Salários de professores,141586.53,2025-01-16,Universidade Estadual,licitação
419,Mato Grosso,Campo Verde,saúde,Compra de medicamentos,462555.35,2025-07-09,Secretaria de Saúde,parceria
420,Mato Grosso,Sorriso,infraestrutura,Construção de pontes,383157.78,2024-02-04,Energia,parceria
421,Mato Grosso,Peixoto de Azevedo,administração,Consultoria,41504.35,2024-02-01,Contadoria,contrato direto
422,Mato Grosso,Campo Verde,saúde,Contratação de médicos,56381.06,2024-05-29,Hospital Municipal,parceria
423,Mato Grosso,Pontes e Lacerda,saúde,Equipamentos hospitalares,314759.82,2024-04-10,SAMU,contrato direto
424,Mato Grosso,Juína,educação,Material escolar,1700.47,2025-03-14,Creche,contrato direto
425,Mato Grosso,Cuiabá,administração,Serviços de limpeza,56127.14,2025-09-28,Secretaria de Administração,licitação
426,Mato Grosso,Nova Mutum,segurança,Sistemas de vigilância,507791.36,2025-07-30,Polícia Civil,convênio
427,Mato Grosso,Lucas do Rio Verde,saúde,Manutenção de hospitais,271393.47,2024-11-29,Secretaria de Saúde,convênio
428,Mato Grosso,Pontes e Lacerda,segurança,Sistemas de vigilância,129407.45,2025-11-28,Guarda Municipal,contrato direto
429,Mato Grosso,Lucas do Rio Verde,administração,Consultoria,94065.44,2024-10-10,Secretaria de Administração,convênio
430,Mato Grosso,Peixoto de Azevedo,segurança,Treinamento de agentes,114729.06,2025-12-07,Polícia Militar,licitação
431,Mato Grosso,Pontes e Lacerda,educação,Transporte estudantil,182194.1,2025-06-05,Escola Municipal,licitação
432,Mato Grosso,Guarantã do Norte,administração,Consultoria,14847.6,2024-04-08,RH,parceria
433,Mato Grosso,Peixoto de Azevedo,saúde,Compra de medicamentos,415671.36,2024-03-19,Hospital Municipal,contrato direto
434,Mato Grosso,Nova Mutum,infraestrutura,Asfalto de vias,714089.45,2025-08-05,Saneamento,convênio
435,Mato Grosso,Cuiabá,segurança,Equipamentos de segurança,275887.09,2025-01-03,Guarda Municipal,convênio
436,Mato Grosso,Cáceres,educação,Transporte estudantil,68645.33,2024-11-09,Escola Municipal,contrato direto
437,Mato Grosso,Colíder,segurança,Sistemas de vigilância,460533.14,2025-03-28,Polícia Civil,convênio
438,Mato Grosso,Alta Floresta,saúde,Contratação de médicos,473194.88,2024-11-14,SAMU,convênio
439,Mato Grosso,Barra do Garças,administração,Material de escritório,36599.48,2025-01-20,RH,contrato direto
440,Mato Grosso,Peixoto de Azevedo,administração,Aluguel de imóveis,92619.13,2025-03-31,Contadoria,contrato direto
441,Mato Grosso,Sinop,saúde,Contratação de médicos,366865.28,2025-08-25,Hospital Municipal,convênio
442,Mato Grosso,Diamantino,saúde,Compra de medicamentos,271498.15,2025-04-24,Hospital Municipal,contrato direto
443,Mato Grosso,Sinop,infraestrutura,Saneamento básico,874612.28,2025-06-03,Energia,licitação
444,Mato Grosso,Barra do Garças,saúde,Compra de medicamentos,79473.02,2025-12-22,Secretaria de Saúde,contrato direto
445,Mato Grosso,Tangará da Serra,administração,Consultoria,98000.25,2024-12-25,Contadoria,convênio
446,Mato Grosso,Primavera do Leste,segurança,Sistemas de vigilância,105578.3,2025-01-15,Guarda Municipal,parceria
447,Mato Grosso,Rondonópolis,infraestrutura,Construção de pontes,158801.48,2024-06-12,Saneamento,licitação
448,Mato Grosso,Nova Mutum,educação,Transporte estudantil,27711.83,2024-03-26,Secretaria de Educação,convênio
449,Mato Grosso,Colíder,educação,Construção de escolas,142161.33,2025-12-31,Secretaria de Educação,convênio
450,Mato Grosso,Água Boa,infraestrutura,Saneamento básico,874279.77,2025-03-01,Departamento de Viação,parceria
451,Mato Grosso,Tangará da Serra,educação,Construção de escolas,171670.7,2025-06-13,Secretaria de Educação,parceria
452,Mato Grosso,Colíder,segurança,Treinamento de agentes,219044.49,2024-09-01,Polícia Militar,convênio
453,Mato Grosso,Cáceres,educação,Material escolar,169259.24,2025-01-03,Escola Municipal,parceria
454,Mato Grosso,Tangará da Serra,administração,Material de escritório,40196.02,2025-08-25,Secretaria de Administração,licitação
455,Mato Grosso,Primavera do Leste,saúde,Equipamentos hospitalares,49520.74,2025-12-30,Posto de Saúde,licitação
456,Mato Grosso,Campo Verde,saúde,Equipamentos hospitalares,177198.59,2024-02-22,Posto de Saúde,licitação
457,Mato Grosso,Cáceres,administração,Material de escritório,82596.44,2025-12-18,RH,convênio
458,Mato Grosso,Tangará da Serra,administração,Consultoria,88037.81,2025-02-24,RH,licitação
459,Mato Grosso,Sinop,educação,Salários de professores,58561.04,2024-03-05,Universidade Estadual,parceria
460,Mato Grosso,Alta Floresta,administração,Material de escritório,37952.9,2024-09-27,RH,licitação
461,Mato Grosso,Sinop,segurança,Viaturas policiais,296186.74,2025-07-25,Trânsito,contrato direto
462,Mato Grosso,Colíder,infraestrutura,Construção de pontes,649970.7,2025-08-13,Saneamento,parceria
463,Mato Grosso,Primavera do Leste,infraestrutura,Saneamento básico,282807.64,2024-05-28,Departamento de Viação,parceria
464,Mato Grosso,Primavera do Leste,segurança,Equipamentos de segurança,533100.92,2025-09-09,Polícia Militar,contrato direto
465,Mato Grosso,Várzea Grande,infraestrutura,Construção de pontes,843786.47,2025-06-05,Departamento de Viação,contrato direto
466,Mato Grosso,Primavera do Leste,segurança,Treinamento de agentes,653826.99,2024-03-17,Polícia Militar,parceria
467,Mato Grosso,Cuiabá,infraestrutura,Construção de pontes,719670.73,2025-03-06,Saneamento,contrato direto
468,Mato Grosso,Barra do Garças,educação,Construção de escolas,171179.89,2024-03-16,Secretaria de Educação,parceria
469,Mato Grosso,Cáceres,educação,Salários de professores,30313.77,2025-02-17,Universidade Estadual,parceria
470,Mato Grosso,Pontes e Lacerda,segurança,Equipamentos de segurança,467883.94,2025-01-21,Guarda Municipal,parceria
471,Mato Grosso,Alta Floresta,infraestrutura,Saneamento básico,925349.95,2024-07-19,Energia,licitação
472,Mato Grosso,Tangará da Serra,segurança,Viaturas policiais,362845.51,2024-12-26,Trânsito,convênio
473,Mato Grosso,Lucas do Rio Verde,saúde,Manutenção de hospitais,135154.26,2024-02-29,SAMU,convênio
474,Mato Grosso,Pontes e Lacerda,administração,Aluguel de imóveis,74269.96,2025-06-22,Contadoria,parceria
475,Mato Grosso,Lucas do Rio Verde,saúde,Manutenção de hospitais,43865.26,2025-01-10,Posto de Saúde,contrato direto
476,Mato Grosso,Nova Mutum,educação,Material escolar,178915.3,2025-04-23,Escola Municipal,licitação
477,Mato Grosso,Sinop,saúde,Equipamentos hospitalares,87909.32,2024-04-13,Posto de Saúde,convênio
478,Mato Grosso,Campo Verde,infraestrutura,Saneamento básico,253487.26,2025-12-29,Secretaria de Obras,contrato direto
479,Mato Grosso,Várzea Grande,segurança,Viaturas policiais,497452.63,2025-01-01,Guarda Municipal,convênio
480,Mato Grosso,Tangará da Serra,saúde,Manutenção de hospitais,186293.85,2024-11-13,SAMU,contrato direto
481,Mato Grosso,Barra do Garças,segurança,Equipamentos de segurança,497684.23,2025-02-09,Polícia Militar,licitação
482,Mato Grosso,Tangará da Serra,saúde,Equipamentos hospitalares,136097.64,2025-03-06,Posto de Saúde,convênio
483,Mato Grosso,Água Boa,segurança,Treinamento de agentes,225536.56,2024-07-03,Polícia Militar,parceria
484,Mato Grosso,Nova Mutum,saúde,Manutenção de hospitais,212290.81,2025-01-19,Hospital Municipal,contrato direto
485,Mato Grosso,Sinop,segurança,Equipamentos de segurança,143673.8,2024-01-29,Guarda Municipal,convênio
486,Mato Grosso,Pontes e Lacerda,educação,Transporte estudantil,166140.09,2025-09-17,Escola Municipal,parceria
487,Mato Grosso,Peixoto de Azevedo,segurança,Viaturas policiais,257857.97,2025-05-21,Guarda Municipal,convênio
488,Mato Grosso,Lucas do Rio Verde,segurança,Sistemas de vigilância,240973.95,2025-03-08,Trânsito,parceria
489,Mato Grosso,Nova Mutum,saúde,Manutenção de hospitais,260475.2,2024-08-25,SAMU,licitação
490,Mato Grosso,Sorriso,saúde,Compra de medicamentos,49014.59,2024-08-27,Posto de Saúde,convênio
491,Mato Grosso,Sinop,segurança,Viaturas policiais,199735.79,2024-08-19,Polícia Civil,parceria
492,Mato Grosso,Peixoto de Azevedo,saúde,Compra de medicamentos,250315.42,2025-02-15,SAMU,contrato direto
493,Mato Grosso,Nova Mutum,educação,Transporte estudantil,158851.8,2025-02-17,Secretaria de Educação,convênio
494,Mato Grosso,Cáceres,infraestrutura,Iluminação pública,232665.97,2024-06-20,Departamento de Viação,licitação
495,Mato Grosso,Lucas do Rio Verde,administração,Serviços de limpeza,53104.41,2024-11-15,Secretaria de Administração,parceria
496,Mato Grosso,Sorriso,administração,Aluguel de imóveis,77550.03,2024-12-26,RH,contrato direto
497,Mato Grosso,Sorriso,administração,Consultoria,99087.65,2025-08-09,Secretaria de Administração,parceria
498,Mato Grosso,Sinop,saúde,Manutenção de hospitais,222420.22,2024-01-11,Secretaria de Saúde,convênio
499,Mato Grosso,Pontes e Lacerda,segurança,Viaturas policiais,487146.6,2025-09-11,Trânsito,licitação
500,Mato Grosso,Alta Floresta,saúde,Contratação de médicos,305551.93,2025-02-11,Posto de Saúde,parceria
501,Mato Grosso,Guarantã do Norte,segurança,Sistemas de vigilância,296514.18,2025-07-28,Polícia Civil,licitação
502,Mato Grosso,Rondonópolis,segurança,Treinamento de agentes,234890.65,2024-04-25,Guarda Municipal,contrato direto
503,Mato Grosso,Água Boa,saúde,Compra de medicamentos,2684.52,2024-08-18,Hospital Municipal,convênio
504,Mato Grosso,Diamantino,segurança,Equipamentos de segurança,700144.21,2025-03-22,Polícia Civil,convênio
505,Mato Grosso,Guarantã do Norte,educação,Transporte estudantil,8984.18,2025-01-16,Universidade Estadual,contrato direto
506,Mato Grosso,Nova Mutum,segurança,Treinamento de agentes,266342.23,2025-05-16,Trânsito,licitação
